Episode,Total Reward,Goal Reached
932,82.0,True
933,82.0,True
934,-29.0,False
935,82.0,True
936,82.0,True
937,-28.0,False
938,-28.0,False
939,82.0,True
940,82.0,True
941,82.0,True
942,82.0,True
943,-28.0,False
944,-113.0,False
945,-28.0,False
946,82.0,True
947,-113.0,False
948,-113.0,False
949,-113.0,False
950,82.0,True
951,-28.0,False
952,82.0,True
953,82.0,True
954,82.0,True
955,-28.0,False
956,-113.0,False
957,83.0,True
958,-113.0,False
959,82.0,True
960,82.0,True
961,-28.0,False
962,82.0,True
963,83.0,True
964,82.0,True
965,-27.0,False
966,82.0,True
967,83.0,True
968,82.0,True
969,-28.0,False
970,-113.0,False
971,-28.0,False
972,83.0,True
973,-28.0,False
974,83.0,True
975,-113.0,False
976,82.0,True
977,-113.0,False
978,82.0,True
979,-113.0,False
980,82.0,True
981,82.0,True
982,-113.0,False
983,82.0,True
984,-113.0,False
985,-113.0,False
986,-113.0,False
987,82.0,True
988,82.0,True
989,83.0,True
990,82.0,True
991,-113.0,False
992,-28.0,False
993,82.0,True
994,-113.0,False
995,-113.0,False
996,-28.0,False
997,82.0,True
998,-113.0,False
999,82.0,True
1000,82.0,True
1001,82.0,True
1002,83.0,True
1003,82.0,True
1004,82.0,True
1005,83.0,True
1006,-113.0,False
1007,-113.0,False
1008,83.0,True
1009,83.0,True
1010,-28.0,False
1011,-28.0,False
1012,-28.0,False
1013,82.0,True
1014,83.0,True
1015,82.0,True
1016,82.0,True
1017,82.0,True
1018,-28.0,False
1019,82.0,True
1020,-113.0,False
1021,82.0,True
1022,-28.0,False
1023,83.0,True
1024,82.0,True
1025,-113.0,False
1026,-113.0,False
1027,82.0,True
1028,83.0,True
1029,83.0,True
1030,-113.0,False
1031,82.0,True
1032,83.0,True
1033,82.0,True
1034,-28.0,False
1035,-113.0,False
1036,-113.0,False
1037,82.0,True
1038,83.0,True
1039,-29.0,False
1040,-29.0,False
1041,82.0,True
1042,-113.0,False
1043,82.0,True
1044,-113.0,False
1045,-113.0,False
1046,-113.0,False
1047,-113.0,False
1048,83.0,True
1049,82.0,True
1050,-113.0,False
1051,-113.0,False
1052,83.0,True
1053,82.0,True
1054,-113.0,False
1055,82.0,True
1056,82.0,True
1057,-28.0,False
1058,-113.0,False
1059,82.0,True
